X,Z
70FB1C17,587D8B07
73B5DED3,59D7C662
BA02E92F,FFFFFFFF
439BE751,41C7C736
A624425F,FFFFFFFF
B8A2C4BC,FFFFFFFF
777B6110,5BB360D0
51048004,48823B08
7F037BBC,5F81BAE0
9E718141,FFFFFFFF
627C422A,5133B10E
ED5E9E31,FFFFFFFF
AA965589,FFFFFFFF
986F6032,FFFFFFFF
FBFA994E,FFFFFFFF
A5D1BF40,FFFFFFFF
2DDE4DA8,36EE8EB5
0EE0DFC4,276FEECE
96D8DDC7,FFFFFFFF
40421548,401D9D90
80A68F3D,FFFFFFFF
DC387EEA,FFFFFFFF
98209CA1,FFFFFFFF
767FD5F3,5B34F614
65204D04,528F3E2A
47F41473,43F9F809
647B2779,52334C43
6226E039,511226A7
D27B773C,FFFFFFFF
DBAC736D,FFFFFFFF
494EB609,44A2A98B
F841F9B0,FFFFFFFF
CAF3AE4F,FFFFFFFF
D24AE864,FFFFFFFF
C9E73710,FFFFFFFF
2906CCDF,34835B2C
4ECD6C9A,47655271
1C15FDA4,2E0A8F4F
3028F3CF,38130EB7
E0C4EB92,FFFFFFFF
8E20CD05,FFFFFFFF
FF235F3B,FFFFFFFF
7627AECF,5B128102
0ECF4FA6,27665F73
23DE97B5,31EEB66D
4AF3574E,4579971C
0C7DD5C6,26344096
9528EFDE,FFFFFFFF
9375C7AA,FFFFFFFF
BAC6C911,FFFFFFFF
CFA3DC77,FFFFFFFF
DFC552AD,FFFFFFFF
82767E23,FFFFFFFF
B741699D,FFFFFFFF
844659F6,FFFFFFFF
1E4A944D,2F210746
9F2432AD,FFFFFFFF
D8E97D2A,FFFFFFFF
262DF080,3315364C
CCAA2716,FFFFFFFF
6A0D722D,55068E1E
45ABE9ED,42D1C912
FE2768EE,FFFFFFFF
45F090E4,42F829BC
CDEC1B51,FFFFFFFF
7F10BFCF,5F881E03
0BD0CFE4,25E7348E
E35C2213,FFFFFFFF
1B88956C,2DBAFD8D
F9372805,FFFFFFFF
4B16451C,458AB04E
7FB298BF,5FD5D2F8
240476A4,3202366C
E6B5385A,FFFFFFFF
3CFA274F,3E7D0F55
3CD91603,3E6BBDCD
B4C665FE,FFFFFFFF
8A738905,FFFFFFFF
507A3462,4832F568
1188F922,28BB41C2
7D19E70D,5E8C5AE1
E6604AE4,FFFFFFFF
69D2579E,54E80D07
B4E69ADB,FFFFFFFF
C09BB3CA,FFFFFFFF
0C5604C2,26258331
4A11577D,45086542
CD6579A6,FFFFFFFF
21DE6552,30EE9B67
98A03551,FFFFFFFF
B1037B9B,FFFFFFFF
38BBC582,3C5B3F62
ECFCF545,FFFFFFFF
9B9AA9B5,FFFFFFFF
12E6D4BF,2973170A
2A7276D2,35302B2F
6838F8B9,5419DF0A
51AF750C,48D3EFB9
6EEAF656,57754172
57312871,4B969615
A614447E,FFFFFFFF
D62EB432,FFFFFFFF
605EE810,5028EA0D
8A8BAE8D,FFFFFFFF
50D65866,486A3FA3
BD3681BD,FFFFFFFF
C0037B47,FFFFFFFF
DE986FC3,FFFFFFFF
5AECEEF3,4D764842
11673547,28AC07EA
D5BD00E1,FFFFFFFF
453DC1C8,429BD954
9ABA6599,FFFFFFFF
C7A30380,FFFFFFFF
FE7E0C04,FFFFFFFF
7D026789,5E813256
3301582D,3980ABA3
6AC30BB5,555F743C
2F1B2C0F,378CEEC6
E1A33707,FFFFFFFF
14FA8614,2A7D3F40
7D71AA00,5EAFE0B7
E3A0813B,FFFFFFFF
DA06A581,FFFFFFFF
DE8C82C4,FFFFFFFF
869C1D59,FFFFFFFF
FF9A2DC9,FFFFFFFF
A9487918,FFFFFFFF
7EB4B87E,5F571781
DAF13998,FFFFFFFF
7900F7B8,5C807BA0
81F5D43C,FFFFFFFF
5CABEC3B,4E51CA7A
6CAA3088,5650BB13
DB6DDAAE,FFFFFFFF
8172BA6B,FFFFFFFF
B2779049,FFFFFFFF
E86DC63C,FFFFFFFF
01BF6B5D,20DD5DF6
3EA6EF46,3F4EB9A1
FE1669B7,FFFFFFFF
AC643884,FFFFFFFF
F0576E6E,FFFFFFFF
5790059C,4BC003BD
7EDAE044,5F6CB61B
3BBCDFE8,3DDBE403
4ED41153,4769002D
1F001B41,2F800DA0
19F23213,2CF9008D
D4C87DD6,FFFFFFFF
0BCAB75E,25E3CE38
8C71C64D,FFFFFFFF
6A7103A7,552FA424
7C07CE11,5E03D840
6E8C329D,573D72BC
4025C1B5,4011A8FA
D2D9772A,FFFFFFFF
018569FB,20B8CED6
C33B0BF8,FFFFFFFF
D5D25328,FFFFFFFF
8DF35B7B,FFFFFFFF
C13A2A14,FFFFFFFF
566EB4D5,4B2ECC58
73FA9C34,59FD4A6E
9894B56E,FFFFFFFF
21B9CBBC,30DA1753
4A970E51,4544A5CF
0176353E,20B18609
EC27542D,FFFFFFFF
981D093D,FFFFFFFF
1F603FAF,2FA96C0D
FC132140,FFFFFFFF
51D83A42,48EB465D
82F020B6,FFFFFFFF
1E4D3ED1,2F2215A6
275C67D3,33A7F6CA
33942613,39C2BF05
FF09B8C5,FFFFFFFF
7DCE9473,5EE5F758
87862083,FFFFFFFF
4F8ECA5D,47BF3124
5086EBA5,4839D934
7135C662,5898892E
2E91EC19,374146FA
9417BB80,FFFFFFFF
94E58303,FFFFFFFF
E22843A1,FFFFFFFF
0769DC9B,23AD03EC
FB5B0990,FFFFFFFF
3A98F15E,3D45DF42
14D4B76F,2A695B5C
671F1CCC,538EB5FD
DD30C355,FFFFFFFF
B06B7BFA,FFFFFFFF
7A87AA5A,5D3A5C5E
C21E2A11,FFFFFFFF
06D7D28A,236B0DE8
54F06BF7,4A7816B0
A5573658,FFFFFFFF
0BFBECD5,25FDF453
C20AE638,FFFFFFFF
1807C369,2C03D314
D66272D2,FFFFFFFF
E9108B5A,FFFFFFFF
52AA10BE,4950A794
DDD99246,FFFFFFFF
DB5DE8A3,FFFFFFFF
DB53BE57,FFFFFFFF
D9BD3A23,FFFFFFFF
13526DC4,29A41E56
1B472801,2D9FA982
81CE5A66,FFFFFFFF
DF5BF43E,FFFFFFFF
56890AB1,4B3B4DC2
85D176FD,FFFFFFFF
31099D9D,3884B885
4BF7EBC7,45FBED99
4408ACAA,42044422
9916E257,FFFFFFFF
DDEE1EAD,FFFFFFFF
86FB3B76,FFFFFFFF
BF0AC3AF,FFFFFFFF
5FB3F390,4FD6A230
8F1354FC,FFFFFFFF
ADDB79DF,FFFFFFFF
81A2E252,FFFFFFFF
2AB5C403,3557B67A
0E6452C2,272AF44E
96D2BC29,FFFFFFFF
F64E14E2,FFFFFFFF
262169EE,330FBD3E
80600582,FFFFFFFF
8BE25B12,FFFFFFFF
44CBBDCC,4264617D
488ECA24,443F30FE
DD38B7FA,FFFFFFFF
EF65308E,FFFFFFFF
2D408683,369CFB51
58B43076,4C56C67F
D3D604AE,FFFFFFFF
CDD2062D,FFFFFFFF
0386A5CD,21B9A913
50E8CD10,48742006
FF2EA004,FFFFFFFF
E7733FA6,FFFFFFFF
3CF0CA69,3E784765
FC36A639,FFFFFFFF
DCB35A0F,FFFFFFFF
FB205A0B,FFFFFFFF
722B44A0,59140FD5
32146E01,3909D63D
6B90BDA8,55C07E46
59BCA846,4CDBC39E
3A14435A,3D09C26D
9979D0E0,FFFFFFFF
8BDF8BEA,FFFFFFFF
8230FD46,FFFFFFFF
6049E3A1,5020C0FF
FFB952B2,FFFFFFFF
01491BC7,20A0715A
870CE54D,FFFFFFFF
F465E88C,FFFFFFFF
8DBB443C,FFFFFFFF
373ED100,3B9C488C
BCF8BDCC,FFFFFFFF
27BBEAC7,33DB5523
A97D1117,FFFFFFFF
2B2CF16A,3594C8BA
C074D096,FFFFFFFF
1AF84041,2D7C1881
E768861D,FFFFFFFF
403C837C,401B5667
938FE1B5,FFFFFFFF
7F4DA25D,5FA23CF0
9D758AA1,FFFFFFFF
EA57095D,FFFFFFFF
F16613B3,FFFFFFFF
75FB8FF3,5AFDC57E
0366B61E,21ABD895
F3F25C75,FFFFFFFF
0ED8CBED,276B958F
F2A5ED89,FFFFFFFF
7B606882,5DA97B78
AE76211A,FFFFFFFF
76D93F77,5B6BD44E
A5729C84,FFFFFFFF
21DE1B60,30EE73B9
6C6EB30B,562ECBB0
F645E9D3,FFFFFFFF
63FBF0C9,51FDF651
EAFF4C26,FFFFFFFF
BFC3B328,FFFFFFFF
B36BA25F,FFFFFFFF
C4EA255F,FFFFFFFF
51C79AFF,48E20D06
A036E092,FFFFFFFF
77F0C3AB,5BF843EC
E6D76EFF,FFFFFFFF
FE55B62F,FFFFFFFF
B2B559AD,FFFFFFFF
024F2BBE,2122D7D4
7667D53D,5B2C4362
3BD4066B,3DE8FA2F
9C0FFC6C,FFFFFFFF
1A64EBEB,2D2B2D9B
39801345,3CB51293
3F67E57B,3FAC496B
0BA4451F,25CD118E
97B5DD53,FFFFFFFF
921020F6,FFFFFFFF
7DF498BB,5EFA3BBD
AC8C8EFD,FFFFFFFF
6EC06E0F,575DF359
459DA194,42C8E1CB
286C1870,342DD6F2
193FC17A,2C9CAAE8
479F9666,43CA1FED
9746AE1B,FFFFFFFF
17CF4A5F,2BE65C84
324A2E49,3920DEB5
BDFC1E35,FFFFFFFF
CF8C3339,FFFFFFFF
92A22984,FFFFFFFF
3495463F,3A437C11
50B6D668,4858590F
43A5BCDE,41CDFB91
58C59007,4C60E422
87F75801,FFFFFFFF
DFE7163F,FFFFFFFF
5331E65D,4996E6B7
0CCCD631,2664FE6E
0CBC19BE,265B708A
89F6CE42,FFFFFFFF
F72B2993,FFFFFFFF
92A3CD92,FFFFFFFF
55092E54,4A8482D0
937C1926,FFFFFFFF
34B7471A,3A589BB1
B132FB86,FFFFFFFF
6A51B74B,5523D71E
57BBBBD3,4BDB39BB
A7B1E796,FFFFFFFF
9FA7B130,FFFFFFFF
826B4B7B,FFFFFFFF
D9C8DC22,FFFFFFFF
98C6F2F9,FFFFFFFF
9C512A28,FFFFFFFF
F9E3BDD6,FFFFFFFF
1EFD17F3,2F7E8AE9
E9B9ECCB,FFFFFFFF
D0EDAFF7,FFFFFFFF
268C8B41,333DAE96
C7F29418,FFFFFFFF
7AB1D17A,5D555B8D
6F866508,57B97C66
769E9356,5B497B9B
6C61D3E5,562A047A
D40424A6,FFFFFFFF
3D99B092,3EC65ACB
0AC247D6,255F03EC
566479CB,4B2B02EA
20D349FF,30689293
9B75AD11,FFFFFFFF
BE16AA2F,FFFFFFFF
6D9D3E5A,56C8A287
5AD57B0F,4D69C691
52E840BD,4973D668
97E231DE,FFFFFFFF
2A32BF0A,35174280
B419C209,FFFFFFFF
7560D416,5AA9A413
6A4DF085,55225BC2
96CDFEA2,FFFFFFFF
800D3AC6,FFFFFFFF
EB3F5A96,FFFFFFFF
301DB653,380E14DF
AEBB8B90,FFFFFFFF
015EC520,20A8DCD0
80ECE102,FFFFFFFF
9A476D5F,FFFFFFFF
7CDFFFC4,5E6F7730
80AE20B3,FFFFFFFF
286794ED,342C2B7C
C3018683,FFFFFFFF
C7CB0487,FFFFFFFF
2D4E74CC,36A28FDE
1B5D88F3,2DA864D0
0A31DC98,2516E292
D74DDF3A,FFFFFFFF
9798E946,FFFFFFFF
F2B2E24C,FFFFFFFF
7526075A,5A91C790
CB740E45,FFFFFFFF
8534F498,FFFFFFFF
01D7EEAA,20EB1D39
827FBEA2,FFFFFFFF
356090F4,3AA98ABE
7505B29F,5A82D15F
7A6DC469,5D2E743A
F587BD52,FFFFFFFF
A288AAB6,FFFFFFFF
FAC2F510,FFFFFFFF
4AFF2C47,457F960D
488A888F,443C5203
C6E2FA00,FFFFFFFF
D4330685,FFFFFFFF
860D55C9,FFFFFFFF
1446274A,2A1F427A
86A7CB50,FFFFFFFF
1B495A1D,2DA08A36
74E705A4,5A7330C7
747E5DFC,5A3470EC
EDB343AD,FFFFFFFF
F8D99ACB,FFFFFFFF
8F8C8FDE,FFFFFFFF
A9CBB38B,FFFFFFFF
79E62730,5CF2BB95
FCAEE9A5,FFFFFFFF
326398E8,392AAEAC
C9B5CEE8,FFFFFFFF
5892447E,4C41817C
8B825BFE,FFFFFFFF
3793B5F0,3BC27543
581950DF,4C0C1655
B197C22C,FFFFFFFF
232C8DFC,31949DEF
18E8BFA2,2C7418FB
E162AA6D,FFFFFFFF
20A6423C,304E4E61
7FE609E6,5FF2AC23
34C02E85,3A5DCEB1
E44C83BA,FFFFFFFF
53718CDE,49AFD61D
05EBC725,22F5AE55
A51F23B0,FFFFFFFF
C87A904E,FFFFFFFF
FD6BD384,FFFFFFFF
A43A32BC,FFFFFFFF
3B0D6FC7,3D868CFA
C0A13730,FFFFFFFF
8D133310,FFFFFFFF
FB18FB89,FFFFFFFF
5D206A1D,4E8F4B29
517B5705,48B35D3B
500BE5AB,4805D101
67C5804C,53E0DB2E
D2760721,FFFFFFFF
B3994A95,FFFFFFFF
B5E5E400,FFFFFFFF
4B731753,45B06575
23DE5EFF,31EE9802
4F58F8B4,47A6A67F
6034CEFA,5018213D
E089B70A,FFFFFFFF
A06E80BE,FFFFFFFF
67A78941,53CF18E2
D9686D9A,FFFFFFFF
EB725C0A,FFFFFFFF
EF7D5114,FFFFFFFF
5646E9D6,4B1F9095
A32A3E3C,FFFFFFFF
B76B1463,FFFFFFFF
D5621C83,FFFFFFFF
B61716FD,FFFFFFFF
853A0D72,FFFFFFFF
26E0FB5D,336FFD87
69B84A74,54D934BD
82A4D322,FFFFFFFF
FB362280,FFFFFFFF
C12752D1,FFFFFFFF
D11FDF78,FFFFFFFF
BDF2B98C,FFFFFFFF
7EA31E36,5F4C5927
99232D10,FFFFFFFF
C1A49473,FFFFFFFF
B33AA011,FFFFFFFF
F10FA2EC,FFFFFFFF
20A7E50F,304F5199
A68EFA8D,FFFFFFFF
E8686167,FFFFFFFF
A394DDB8,FFFFFFFF
A0F7E4FB,FFFFFFFF
29A10F5A,34CB0E17
8E407CB7,FFFFFFFF
227BE525,31338FEA
A167093B,FFFFFFFF
6AEF6760,55779018
48E78F3D,44737929
76454406,5B1EE70B
091DEEE1,248E2E56
95B4F4A2,FFFFFFFF
66CAACF2,5363C85D
6FE245F8,57F0AD9B
782732D0,5C124ACD
1B8C2581,2DBD69E0
15BE652A,2ADCC625
1E9FB489,2F4A3302
C909E1FD,FFFFFFFF
E52D32F0,FFFFFFFF
74B321CC,5A5624F3
DEA8FC9A,FFFFFFFF
920D0B94,FFFFFFFF
8E4FE54C,FFFFFFFF
B77EE039,FFFFFFFF
26DF6060,336F21EE
D9882350,FFFFFFFF
15AF48A2,2AD3D4E4
9E078276,FFFFFFFF
4A96C09B,45447334
0D13CE4C,26898C01
8A49B2D5,FFFFFFFF
FD84A5ED,FFFFFFFF
5A7BD671,4D338AAC
8F08B79A,FFFFFFFF
478D9587,43BE61F1
77850035,5BB88585
10731CC0,2830676D
5313227D,49893BF9
D89B498E,FFFFFFFF
7DD33274,5EE8859E
7FDA6FC5,5FEC793E
1288C2F7,293B1CB7
2E5E4420,3728ABE5
8DD64456,FFFFFFFF
92192FE6,FFFFFFFF
3DBB288D,3EDAE3AD
6C5292F6,56242CD6
04085E9D,22041E58
2939C56D,349A3417
3430FA30,3A16826B
A8033BCF,FFFFFFFF
47ABBC21,43D1AD1E
7FE4D5C9,5FF20968
F4EC53B6,FFFFFFFF
E0BB6F20,FFFFFFFF
878F4D25,FFFFFFFF
6E89C128,573BCA4A
C24B74A4,FFFFFFFF
1E1636BF,2F0AA9AD
ED030A3B,FFFFFFFF
766592A4,5B2B6BE5
D8E01DC1,FFFFFFFF
67B01983,53D452F6
BB3A405B,FFFFFFFF
A506C390,FFFFFFFF
501431E8,4809BA52
2C947C40,3642F7A1
C2E1B061,FFFFFFFF
4353DC17,41A4ACF2
69019AD1,5480CCC4
86D002D8,FFFFFFFF
998531ED,FFFFFFFF
68EE710C,5477109B
6DE66E92,56F2E137
1C748828,2E30EB14
1A0F708E,2D078006
0E56F3B5,2725DF7D
F1E2C288,FFFFFFFF
4303F689,4181F766
E1C54F66,FFFFFFFF
D6568888,FFFFFFFF
F16C1A08,FFFFFFFF
635B4A88,51A789F2
5C19315F,4E0C07F0
75D4F9B7,5AE97FB5
E258163F,FFFFFFFF
59DEC472,4CEECE69
C4D68272,FFFFFFFF
B3BCDBA2,FFFFFFFF
5CF7266C,4E7B893F
39E87898,3CF3F3B8
ECA5102D,FFFFFFFF
BCFB3A47,FFFFFFFF
9142AAA6,FFFFFFFF
276CBF3A,33AE144F
E884CECA,FFFFFFFF
03C06C3D,21DDF24C
A5DF3967,FFFFFFFF
5A2BA941,4D143B4E
003DBD7C,201BD790
FFBE4902,FFFFFFFF
482026B8,440F2D0C
1977915D,2CB2035D
E0A11148,FFFFFFFF
2D1C2FC4,368D6485
260BD85D,3305CAA3
DC6A71AC,FFFFFFFF
BA6EB026,FFFFFFFF
D7B8B699,FFFFFFFF
49365EAD,4498C907
A89F6130,FFFFFFFF
1C2C2402,2E147045
B3669471,FFFFFFFF
7FAA0D69,5FD0A588
6197A87F,50C50A11
D6AEC86D,FFFFFFFF
5CCA00D3,4E636790
17A42EA7,2BCD0387
DCA09B9C,FFFFFFFF
0DE94ED3,26F46406
61631DC8,50AA807B
3D7EFBE8,3EB4A8E6
FDA344DB,FFFFFFFF
BB69C287,FFFFFFFF
E941C9A9,FFFFFFFF
28514390,3423A9E3
5AC625FB,4D61396B
F32538A9,FFFFFFFF
38DC8AB6,3C6D9C44
719646B7,58C423B8
3123CC25,3890CBF2
0F8FBB88,27BFD255
EE445480,FFFFFFFF
272D1D68,3394DBA5
8C4EA897,FFFFFFFF
C038724C,FFFFFFFF
FA4AECAB,FFFFFFFF
59C43556,4CE01E78
66D0B738,536726E5
120C27B0,2905F090
38A58B7F,3C4DDCE1
D399DD97,FFFFFFFF
573D3792,4B9BA087
371D7DF3,3B8DFB78
E8EC3D22,FFFFFFFF
68187921,540BB3A2
8F4D68AA,FFFFFFFF
CCF439F9,FFFFFFFF
E3DFD404,FFFFFFFF
D447A678,FFFFFFFF
F8DD8452,FFFFFFFF
A3A1E53F,FFFFFFFF
138F49ED,29BF8677
F2F2AF55,FFFFFFFF
A60131B0,FFFFFFFF
DC9AEBDA,FFFFFFFF
6F532105,57A4642E
17BE3E2C,2BDCAF89
5BDAC986,4DECA9CF
85287F1D,FFFFFFFF
2F4CD17F,37A1EA76
653FBD8E,529CA94E
387CD57D,3C33E580
9ACAA173,FFFFFFFF
035B4862,21A78920
4196519B,40C42AD3
64105BCC,5207EEF5
C025B371,FFFFFFFF
0D98C6F8,26C5C3D2
B0958463,FFFFFFFF
EB48F7B8,FFFFFFFF
E482F352,FFFFFFFF
B185A221,FFFFFFFF
FB563DD5,FFFFFFFF
4D03CF9F,4681E43B
8E6B851D,FFFFFFFF
309E6FD5,3849650C
4BAF4D1C,45D3D799
D014601E,FFFFFFFF
37E6D90C,3BF3194D
89F66CD2,FFFFFFFF
D3CC7B0D,FFFFFFFF
B6C6F4C3,FFFFFFFF
6EB6D3CC,57585783
0D0E4790,2686F377
ABA677B1,FFFFFFFF
3332F102,399757A3
50E6E61D,4873202F
D7545D60,FFFFFFFF
DC29DDE0,FFFFFFFF
CF1BB309,FFFFFFFF
CE7443E8,FFFFFFFF
4D8BD3A2,46BD3285
D7959B08,FFFFFFFF
0A37BEA5,25195C30
BA0F279F,FFFFFFFF
BD84A078,FFFFFFFF
B4DFAB18,FFFFFFFF
84436B79,FFFFFFFF
9B77170E,FFFFFFFF
7CC6F058,5E61AC4F
B334D312,FFFFFFFF
ED807478,FFFFFFFF
46AC5C2C,43520EBB
BAB98B98,FFFFFFFF
FE810DDA,FFFFFFFF
8ABD95B8,FFFFFFFF
198E0B67,2CBEB120
69829B4A,54B6DA6B
B7AD29D7,FFFFFFFF
C2904AD4,FFFFFFFF
3E2741E2,3F125165
EFBB88F1,FFFFFFFF
2AA97064,3550451E
339A759E,39C6D9CA
545573E5,4A254B24
1A60EEB2,2D29AE1D
65E8B7DB,52F414E7
0EC2F8AB,275F6953
46FC6381,437E301C
E934D8B2,FFFFFFFF
D1C72010,FFFFFFFF
CF469FCA,FFFFFFFF
14E01DC5,2A6F8739
E80F1DFB,FFFFFFFF
D53CEAA2,FFFFFFFF
110CF49B,28865257
EBFF7FB1,FFFFFFFF
B9A0199B,FFFFFFFF
F11FCF78,FFFFFFFF
27EBA48A,33F59C4C
42DFC814,416F596A
356DDE7F,3AAE7DCC
DFDFB884,FFFFFFFF
B65A0637,FFFFFFFF
7A4F0A8F,5D22CAC9
D17E5273,FFFFFFFF
FF2F8165,FFFFFFFF
2D881AEB,36BAA99F
C9E62432,FFFFFFFF
8818E44F,FFFFFFFF
AE93BC95,FFFFFFFF
2A51D312,3523E1F7
0EF12DB8,27787A93
B74F5E22,FFFFFFFF
7EB9EA0E,5F5A291E
FF1AD1A3,FFFFFFFF
DF5C4F9B,FFFFFFFF
57875759,4BBA2353
3A5D1888,3D283A11
02243FBC,2110FF00
AC6C50F8,FFFFFFFF
59983BA9,4CC56994
C883BCA8,FFFFFFFF
7FC13391,5FDE6523
2D8FDE5F,36BFE993
456FEF8F,42AF3F6D
F9E92E8E,FFFFFFFF
F199C52C,FFFFFFFF
58F21EBE,4C78F69D
4352641E,41A41A93
13ACC588,29D24EE5
50E34EDB,48713A51
0733EEE2,2397C2D9
B310DEDB,FFFFFFFF
58A20099,4C4BA5F2
8627AE08,FFFFFFFF
75684049,5AAC6B23
D058D2B4,FFFFFFFF
3AB285CD,3D55C7A0
086781DB,242C2465
F51B289C,FFFFFFFF
304A75D8,3820FB2B
837B569A,FFFFFFFF
A8AD643C,FFFFFFFF
CCCFB1C3,FFFFFFFF
9B73BDE8,FFFFFFFF
39EBFD6C,3CF5CA9A
D8C4C747,FFFFFFFF
E5A58737,FFFFFFFF
8C049BC7,FFFFFFFF
A15B9D57,FFFFFFFF
3F1C4AAE,3F8D70B3
0D487986,26A03094
06533EAD,23246FB9
28D570A5,3469C0DE
B5E179B6,FFFFFFFF
965ADA6E,FFFFFFFF
1A217E06,2D0FC630
8B86D0CB,FFFFFFFF
10C1A171,285EA457
3C2C1488,3E146998
B2BAC543,FFFFFFFF
301D720A,380DF61A
948CB450,FFFFFFFF
A05A4F04,FFFFFFFF
08B10123,2454DE6B
47CF90C5,43E6839F
AC107BEF,FFFFFFFF
4630DFC6,4316772F
174A77A7,2BA0FBE3
69601736,54A95CC3
6C301F97,5616255A
560554EF,4B02A381
59EBCE98,4CF5B236
476CFBF4,43AE2AA1
219E8DED,30C9782B
DB1D78A4,FFFFFFFF
20799F74,3032C01E
95D299B7,FFFFFFFF
1A20491F,2D0F3C6C
F84D11D8,FFFFFFFF
8EAB0924,FFFFFFFF
766578F6,5B2B624E
D27EB687,FFFFFFFF
8F9FD8A5,FFFFFFFF
57CF74A8,4BE67402
37C01E3F,3BDDC54D
83BB3528,FFFFFFFF
F01185B3,FFFFFFFF
A468BBFE,FFFFFFFF
3476B8CA,3A31B56F
2641086F,331D3040
C337145C,FFFFFFFF
81E25FF8,FFFFFFFF
A3B1C79F,FFFFFFFF
09F11FBF,24F87360
8CEBAF5B,FFFFFFFF
7BCE1E99,5DE5B5B6
2677038E,3331D05A
6941C0F0,549D7B4D
5C58B065,4E268AB8
8CE41996,FFFFFFFF
D965448C,FFFFFFFF
AD421603,FFFFFFFF
2869F577,342D0D1E
1BCDAAB4,2DE57519
98095683,FFFFFFFF
74029805,5A014A58
CAFEA119,FFFFFFFF
B3AF0B52,FFFFFFFF
A5A8DBF5,FFFFFFFF
745B2401,5A277B39
A6442FCB,FFFFFFFF
1C208668,2E0F57CC
3780652C,3BB54C6F
E6B8A115,FFFFFFFF
F6440BA3,FFFFFFFF
B09D7A1D,FFFFFFFF
774BE6EF,5BA18DA4
C979B2DE,FFFFFFFF
DAE20F57,FFFFFFFF
640F7C31,52078585
E77A4F11,FFFFFFFF
79A2B109,5CCC14B9
65BCA6BC,52DBC2B8
54A98A95,4A505536
D67B430E,FFFFFFFF
FB8F2B88,FFFFFFFF
7399DCE5,59C67763
6CB72A00,56588A7E
5BB69C1B,4DD8368E
E393E939,FFFFFFFF
8E21492B,FFFFFFFF
C5458237,FFFFFFFF
239B9227,31C7909E
C45CAA32,FFFFFFFF
C3A29BB8,FFFFFFFF
A1728090,FFFFFFFF
821FB608,FFFFFFFF
0B6BD39D,25ADBD9A
13C298D0,29DF3261
B17B44C8,FFFFFFFF
F4C7921C,FFFFFFFF
6A283618,5512BC0F
EAB52E61,FFFFFFFF
36C5DE28,3B611095
6F2F525D,5795CDC6
C598D33C,FFFFFFFF
FC7D5D15,FFFFFFFF
F11DEC17,FFFFFFFF
0F8411D2,27B7DFDD
4C93213D,46421349
26A90F09,33500940
A6751C7A,FFFFFFFF
8CBE3202,FFFFFFFF
83A6EB66,FFFFFFFF
4ED48701,476940CA
F9E0AB93,FFFFFFFF
0BD72B28,25EAB2B1
C8ECC72F,FFFFFFFF
C82F1457,FFFFFFFF
CA8C5F87,FFFFFFFF
8B0C20A3,FFFFFFFF
7C6AD3B8,5E2D5F3D
8B7DA7FC,FFFFFFFF
88CE23E8,FFFFFFFF
54AA0D78,4A50A592
59A5504A,4CCDB80D
E8D60215,FFFFFFFF
C9451EA2,FFFFFFFF
895256DE,FFFFFFFF
3A160DAB,3D0A96B6
8831A428,FFFFFFFF
B1F01582,FFFFFFFF
7A257EE6,5D118B9C
D9B29394,FFFFFFFF
0364F7D0,21AB320D
97215796,FFFFFFFF
BE2CF72C,FFFFFFFF
7623F86D,5B10DF83
4FC8B983,47E2AF08
D815D5EE,FFFFFFFF
29881853,34BAA7D7
FA11700D,FFFFFFFF
977AED5C,FFFFFFFF
74D9458C,5A6BD79B
E905019B,FFFFFFFF
601EEA75,500E9F68
E92BEF1F,FFFFFFFF
6931A56E,5496CB2A
3564D369,3AAB2471
A8F6F29D,FFFFFFFF
0C5956CC,2626CA9E
DBA0F77F,FFFFFFFF
87D4F1C8,FFFFFFFF
03F95136,21FCA2F3
1BF6B56B,2DFB4FB7
54407CD2,4A1CF75D
C7EB23A1,FFFFFFFF
D92281FC,FFFFFFFF
6AF4F832,557A6C8D
9B151046,FFFFFFFF
D9FD093D,FFFFFFFF
A7CEBA9F,FFFFFFFF
04BAE3A2,225ABB5C
A190350F,FFFFFFFF
C51C216C,FFFFFFFF
800DD201,FFFFFFFF
46602DDD,43296552
68F6BCB3,547B536D
B56AD9F3,FFFFFFFF
08FBCF9D,247DE598
C99F4F53,FFFFFFFF
37071B15,3B838141
B3DDE839,FFFFFFFF
A9208A23,FFFFFFFF
823ABA4A,FFFFFFFF
2C87BD6B,363A6976
F9741E2D,FFFFFFFF
CED597E6,FFFFFFFF
E45E02BA,FFFFFFFF
09AB3A37,24D15DC1
F97187AE,FFFFFFFF
858FDE71,FFFFFFFF
F7C0878C,FFFFFFFF
51C380D9,48DFB74B
C9D5295B,FFFFFFFF
3EDC4224,3F6D7529
18DD0D3F,2C6DE28B
4B49B8D3,45A0AFF3
C1AD355D,FFFFFFFF
4201C4E3,4100E1AA
4A7A18DE,4532EB91
0F523C3E,27A40B05
0349D689,21A0BBC8
F03BEB79,FFFFFFFF
B8611ECA,FFFFFFFF
2E68CE3E,372C9FCD
DF956857,FFFFFFFF
5A33A4A0,4D17A385
E230B2F5,FFFFFFFF
4EB3A3EE,475672AE
DB43E286,FFFFFFFF
06522C0F,232404B4
87913766,FFFFFFFF
E70A5EB4,FFFFFFFF
BFD1AA4A,FFFFFFFF
939AB0EB,FFFFFFFF
62AA0310,51509F2F
0BACE976,25D264C2
520E1D7B,4906DF80
E31A08A8,FFFFFFFF
AAA62684,FFFFFFFF
62A97B05,51504BA6
A7983164,FFFFFFFF
2B028ADB,358143D4
DFE54C0E,FFFFFFFF
